Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Dewpoint Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),TZ_AMPHITHEATER:Zone Mean Air Temperature [C](TimeStep),TZ_AMPHITHEATER:Zone Air CO2 Concentration [ppm](TimeStep),HTG HVAC 1 ADJUSTED BY 1.1 F:Schedule Value [](TimeStep),CLG HVAC 1 ADJUSTED BY 0 F:Schedule Value [](TimeStep),AHUS ONOFF:Schedule Value [](TimeStep),HOT_WATER_TEMPERATURE 1:Schedule Value [](TimeStep),MAISON DU SAVOIR AUDITORIUM OCC:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),Electricity:HVAC [J](TimeStep),Electricity:Plant [J](TimeStep),Fans:Electricity [J](TimeStep),Heating:DistrictHeatingWater [J](TimeStep),HeatingCoils:EnergyTransfer [J](TimeStep),Pumps:Electricity [J](TimeStep) 
 02/04  20:30:00,9.2,5.3,76.5,1.75,195.0,0.0,0.0,12.304627263370339,400.18221629957134,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  20:45:00,9.1,5.15,76.25,1.625,192.5,0.0,0.0,12.248842514988501,400.05180009736716,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  21:00:00,9.0,5.0,76.0,1.5,190.0,0.0,0.0,12.192589150110136,400.01654000357706,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  21:15:00,9.0,5.1,76.5,1.625,195.0,0.0,0.0,12.10398239839825,400.01267735445646,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  21:30:00,9.0,5.2,77.0,1.75,200.0,0.0,0.0,12.042150720521281,400.0118498136859,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  21:45:00,9.0,5.300000000000001,77.5,1.875,205.0,0.0,0.0,12.019482000260872,400.0085789572439,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  22:00:00,9.0,5.4,78.0,2.0,210.0,0.0,0.0,12.01625191489408,400.0047481614854,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  22:15:00,8.8,5.200000000000001,78.0,2.25,210.0,0.0,0.0,11.968699598669163,400.0020749983249,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  22:30:00,8.6,5.0,78.0,2.5,210.0,0.0,0.0,11.876294438695908,400.00076463496856,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  22:45:00,8.399999999999999,4.8,78.0,2.75,210.0,0.0,0.0,11.766419405066918,400.0002977767651,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  23:00:00,8.2,4.6,78.0,3.0,210.0,0.0,0.0,11.657158384714622,400.0001707273466,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  23:15:00,7.949999999999999,4.5,78.75,3.0,210.0,0.0,0.0,11.540430186102547,400.0001248897835,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  23:30:00,7.699999999999999,4.4,79.5,3.0,210.0,0.0,0.0,11.414865714080936,400.0000849239493,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  23:45:00,7.45,4.300000000000001,80.25,3.0,210.0,0.0,0.0,11.285035612219701,400.00004848287915,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/04  24:00:00,7.2,4.2,81.0,3.0,210.0,0.0,0.0,11.15473906089808,400.0000232773497,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  00:15:00,7.15,4.0,80.25,3.0,210.0,0.0,0.0,11.07080163565582,400.00000991190433,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  00:30:00,7.1,3.8,79.5,3.0,210.0,0.0,0.0,11.027686480298664,400.000004282612,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  00:45:00,7.05,3.5999999999999996,78.75,3.0,210.0,0.0,0.0,10.999467128441628,400.0000022384365,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  01:00:00,7.0,3.4,78.0,3.0,210.0,0.0,0.0,10.970789146295377,400.0000014023771,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  01:15:00,7.1,3.275,76.75,3.0,210.0,0.0,0.0,10.973340606542571,400.00000088816734,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  01:30:00,7.2,3.15,75.5,3.0,210.0,0.0,0.0,11.005711261715783,400.00000050982874,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  01:45:00,7.300000000000001,3.025,74.25,3.0,210.0,0.0,0.0,11.05051457200753,400.0000002592565,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  02:00:00,7.4,2.9,73.0,3.0,210.0,0.0,0.0,11.09637608674512,400.0000001205501,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  02:15:00,7.450000000000001,2.9499999999999997,73.0,2.75,212.5,0.0,0.0,11.129432194380065,400.0000000556583,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  02:30:00,7.5,3.0,73.0,2.5,215.0,0.0,0.0,11.152237607044972,400.0000000283018,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  02:45:00,7.549999999999999,3.0500000000000003,73.0,2.25,217.5,0.0,0.0,11.172089198078183,400.00000001622413,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  03:00:00,7.6,3.1,73.0,2.0,220.0,0.0,0.0,11.192834830711224,400.0000000096607,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  03:15:00,7.574999999999999,3.1750000000000003,73.5,2.25,217.5,0.0,0.0,11.197606918750678,400.00000000549045,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  03:30:00,7.55,3.25,74.0,2.5,215.0,0.0,0.0,11.187436901309262,400.000000002881,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  03:45:00,7.525,3.3249999999999997,74.5,2.75,212.5,0.0,0.0,11.171411360825925,400.00000000141443,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  04:00:00,7.5,3.4,75.0,3.0,210.0,0.0,0.0,11.15533694603588,400.00000000068303,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  04:15:00,7.425,3.4,75.5,3.0,210.0,0.0,0.0,11.128903961566467,400.0000000003462,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  04:30:00,7.35,3.4,76.0,3.0,210.0,0.0,0.0,11.09257669252197,400.0000000001894,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  04:45:00,7.275,3.4,76.5,3.0,210.0,0.0,0.0,11.052118863388479,400.00000000010783,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  05:00:00,7.2,3.4,77.0,3.0,210.0,0.0,0.0,11.011396283885643,400.00000000006037,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  05:15:00,7.15,3.55,78.0,2.9,210.0,0.0,0.0,10.976924467118137,400.0000000000322,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  05:30:00,7.1,3.7,79.0,2.8,210.0,0.0,0.0,10.94761115171589,400.00000000001626,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  05:45:00,7.05,3.85,80.0,2.7,210.0,0.0,0.0,10.919922410037085,400.000000000008,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  06:00:00,7.0,4.0,81.0,2.6,210.0,0.0,0.0,10.891934818137146,400.0000000000041,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  06:15:00,7.175,4.075,80.5,2.45,210.0,0.0,0.0,10.915148313385638,400.0000000000022,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  06:30:00,7.35,4.15,80.0,2.3,210.0,0.0,0.0,10.984008869093783,400.00000000000125,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  06:45:00,7.525,4.225,79.5,2.15,210.0,0.0,0.0,11.070153119257746,400.0000000000007,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  07:00:00,7.7,4.3,79.0,2.0,210.0,0.0,0.0,11.156702384022472,400.0000000000004,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  07:15:00,7.5,4.2749999999999995,80.0,2.25,212.5,9.0,0.0,11.209101433889213,400.0000000000002,21.0,24.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  07:30:00,7.300000000000001,4.25,81.0,2.5,215.0,12.0,0.0,11.178725216829765,400.00000000000017,21.0,24.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  07:45:00,7.1000000000000005,4.2250000000000005,82.0,2.75,217.5,25.0,0.0,11.090224796797331,400.00000000000017,21.0,24.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  08:00:00,6.9,4.2,83.0,3.0,220.0,38.0,0.0,10.984404465954013,400.0000000000001,21.0,24.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  08:15:00,7.15,4.325,82.25,2.75,217.5,51.0,0.0,10.996135446469212,400.0000000000001,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  08:30:00,7.4,4.45,81.5,2.5,215.0,64.0,0.0,11.102084984089485,400.00000000000006,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  08:45:00,7.65,4.575,80.75,2.25,212.5,78.25,2.75,11.236483019326062,400.00000000000006,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  09:00:00,7.9,4.7,80.0,2.0,210.0,92.5,5.5,11.36624531241409,400.0000000000001,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  09:15:00,7.9750000000000005,4.7250000000000005,79.75,2.5,212.5,106.75,8.25,12.608829507801492,496.00428239763363,21.0,24.0,1.0,67.0,0.4,5962055.34449462,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  09:30:00,8.05,4.75,79.5,3.0,215.0,121.0,11.0,13.32178094519309,555.5694087662454,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  09:45:00,8.125,4.7749999999999995,79.25,3.5,217.5,129.75,17.0,13.771791823945243,591.1156927108752,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  10:00:00,8.2,4.8,79.0,4.0,220.0,138.5,23.0,14.047994455483487,639.2937048515826,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  10:15:00,8.325,4.824999999999999,78.5,4.0,222.5,147.25,29.0,14.214428584434476,682.4158085193747,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  10:30:00,8.45,4.85,78.0,4.0,225.0,156.0,35.0,14.326019448506669,709.1783096832386,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  10:45:00,8.575,4.875,77.5,4.0,227.5,160.5,36.0,14.420601236969421,721.4574805099958,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  11:00:00,8.7,4.9,77.0,4.0,230.0,165.0,37.0,14.514433405825095,725.7347246363613,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  11:15:00,8.975,5.075,76.5,4.0,230.0,169.5,38.0,14.053294428855477,678.8474869078623,21.0,24.0,1.0,67.0,0.2,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  11:30:00,9.25,5.25,76.0,4.0,230.0,174.0,39.0,13.598262021711346,618.3066517877139,21.0,24.0,1.0,67.0,0.2,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  11:45:00,9.525,5.424999999999999,75.5,4.0,230.0,173.0,38.75,13.53050791779698,581.639360953252,21.0,24.0,1.0,67.0,0.2,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  12:00:00,9.8,5.6,75.0,4.0,230.0,172.0,38.5,13.70681436214972,568.0654921114024,21.0,24.0,1.0,67.0,0.2,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  12:15:00,10.0,5.699999999999999,74.5,4.25,232.5,171.0,38.25,13.293913238137183,525.155163618841,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  12:30:00,10.2,5.8,74.0,4.5,235.0,170.0,38.0,12.863539288746734,459.72204629192345,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  12:45:00,10.399999999999999,5.9,73.5,4.75,237.5,165.25,30.75,12.770063707028388,418.46783089595357,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  13:00:00,10.6,6.0,73.0,5.0,240.0,160.5,23.5,12.889222430200046,402.93342500663675,21.0,24.0,1.0,67.0,0.0,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  13:15:00,10.95,6.275,72.75,5.25,237.5,155.75,16.25,13.327843377755975,430.35675962263144,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  13:30:00,11.3,6.55,72.5,5.5,235.0,151.0,9.0,13.84034053341967,458.70293291375197,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  13:45:00,11.65,6.824999999999999,72.25,5.75,232.5,141.0,28.5,14.126685121629208,471.82015708625215,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  14:00:00,12.0,7.1,72.0,6.0,230.0,131.0,48.0,14.355968356391157,477.0757775723496,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  14:15:00,12.025,7.324999999999999,73.0,5.5,227.5,121.0,67.5,14.507975025621834,479.20973896125446,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  14:30:00,12.05,7.55,74.0,5.0,225.0,111.0,87.0,14.583969192499511,480.3208683179643,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  14:45:00,12.075,7.775,75.0,4.5,222.5,96.25,68.5,14.616758927432196,481.044687553266,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  15:00:00,12.1,8.0,76.0,4.0,220.0,81.5,50.0,14.63618536948473,481.51018089895484,21.0,24.0,1.0,67.0,0.1,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  15:15:00,12.174999999999999,7.875,75.0,4.25,225.0,66.75,31.5,15.561259599443943,552.9329878622395,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  15:30:00,12.25,7.75,74.0,4.5,230.0,52.0,13.0,16.13319811340979,594.9458838241308,21.0,24.0,1.0,67.0,0.4,5962055.34449462,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  15:45:00,12.325000000000001,7.625,73.0,4.75,235.0,39.0,9.75,16.46804101609799,622.3040991469135,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  16:00:00,12.4,7.5,72.0,5.0,240.0,26.0,6.5,16.653402177254417,659.1649404954264,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  16:15:00,12.4,7.45,71.75,5.25,237.5,13.0,3.25,16.73467392794177,691.4958431541268,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  16:30:00,12.4,7.4,71.5,5.5,235.0,0.0,0.0,16.761985545541812,711.1664390049725,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  16:45:00,12.4,7.35,71.25,5.75,232.5,0.0,0.0,16.77484376154799,719.991954482823,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  17:00:00,12.4,7.3,71.0,6.0,230.0,0.0,0.0,16.78855458651594,722.9879080810135,21.0,24.0,1.0,67.0,0.4,5962055.344494621,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  17:15:00,12.325000000000001,7.225,71.0,5.75,230.0,0.0,0.0,15.986192426931716,652.9672578530656,21.0,24.0,1.0,67.0,0.1,5833066.687877882,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  17:30:00,12.25,7.15,71.0,5.5,230.0,0.0,0.0,15.166313877967005,561.1529626623089,21.0,24.0,1.0,67.0,0.1,5833066.687877882,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  17:45:00,12.174999999999999,7.075,71.0,5.25,230.0,0.0,0.0,14.878340611286621,552.6516549743144,21.0,24.0,1.0,67.0,0.1,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  18:00:00,12.1,7.0,71.0,5.0,230.0,0.0,0.0,14.794953848288914,540.2832232531699,21.0,24.0,1.0,67.0,0.1,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  18:15:00,12.0,6.95,71.25,5.25,230.0,0.0,0.0,14.435982912526569,502.3806899739595,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  18:30:00,11.899999999999999,6.9,71.5,5.5,230.0,0.0,0.0,14.029580096893502,447.83800358228643,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  18:45:00,11.799999999999999,6.85,71.75,5.75,230.0,0.0,0.0,13.821441529277982,414.2602676267953,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  19:00:00,11.7,6.8,72.0,6.0,230.0,0.0,0.0,13.754348552288238,402.0013468884847,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  19:15:00,11.575,6.75,72.25,5.75,230.0,0.0,0.0,13.715228851827137,400.2174600857508,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  19:30:00,11.45,6.699999999999999,72.5,5.5,230.0,0.0,0.0,13.655371248479524,400.93408987508667,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  19:45:00,11.325,6.6499999999999995,72.75,5.25,230.0,0.0,0.0,13.577913429035164,401.22150715078993,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  20:00:00,11.2,6.6,73.0,5.0,230.0,0.0,0.0,13.497535724719096,400.9078345196977,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  20:15:00,11.124999999999998,6.574999999999999,73.25,5.0,230.0,0.0,0.0,13.433231427550949,400.4674251994276,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  20:30:00,11.05,6.55,73.5,5.0,230.0,0.0,0.0,13.383735331943488,400.17401727471776,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  20:45:00,10.975000000000001,6.525,73.75,5.0,230.0,0.0,0.0,13.340130746755074,400.04801632282164,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  21:00:00,10.9,6.5,74.0,5.0,230.0,0.0,0.0,13.296760818559179,400.0150950760937,16.6111111111111,30.0,1.0,67.0,0.0,5833066.687877884,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  21:15:00,10.875,6.475,74.0,5.0,227.5,0.0,0.0,13.207697530482415,400.01215528377134,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  21:30:00,10.850000000000001,6.45,74.0,5.0,225.0,0.0,0.0,13.133498059045415,400.01159704909156,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  21:45:00,10.825000000000001,6.425000000000001,74.0,5.0,222.5,0.0,0.0,13.09533999644316,400.008394143213,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  22:00:00,10.8,6.4,74.0,5.0,220.0,0.0,0.0,13.078565655833842,400.004602874158,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  22:15:00,10.850000000000001,6.3500000000000005,73.5,4.75,220.0,0.0,0.0,13.083965677994396,400.00197627924626,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  22:30:00,10.9,6.300000000000001,73.0,4.5,220.0,0.0,0.0,13.103775400993477,400.0007085858299,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  22:45:00,10.95,6.25,72.5,4.25,220.0,0.0,0.0,13.128799431743136,400.0002704397727,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  23:00:00,11.0,6.2,72.0,4.0,220.0,0.0,0.0,13.15441406231562,400.0001583016302,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  23:15:00,10.975,6.125,71.75,4.25,222.5,0.0,0.0,13.161803450086008,400.00011874212845,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  23:30:00,10.95,6.050000000000001,71.5,4.5,225.0,0.0,0.0,13.152550129976662,400.00008122096745,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  23:45:00,10.925,5.9750000000000005,71.25,4.75,227.5,0.0,0.0,13.136689297443066,400.00004599875143,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
 02/05  24:00:00,10.9,5.9,71.0,5.0,230.0,0.0,0.0,13.12073268938022,400.00002167312243,16.6111111111111,30.0,1.0,67.0,0.0,5254725.06156889,5037597.120157812,0.0,5037597.120157812,0.0,0.0,0.0 
